"Practice Name","Phone","Address","Owner Name","Language","Status","Last Contact","Notes","Assigned To","Owner Title","Vertical","Lead Score","Company LinkedIn","Owner LinkedIn","Owner Email Status","Founded Year"
"""Sarah-Kate Rems, NP | NYC Cosmetic Dermatology""","(646) 434-8315","New York","Eric Re**s","English","new","","Score 4/10 | apollo:65923fa15964770001014b8d","","Co-Founder & Operator","medspa","4","http://www.linkedin.com/company/sarahkateremsnp","","verified",""
"Integrative Health and Aesthetics","(518) 579-0012","New York","","English","new","","Score 3/10 | apollo:6148073472817e00013f8f78","","","medspa","3","http://www.linkedin.com/company/dr-dunham-integrative-family-health-np-pllc","","","2019"
"Active Dermatology PLLC","(917) 540-8807","New York","","English","new","","Score 3/10 | apollo:666acba07bf3370686ccbe05","","","medspa","3","http://www.linkedin.com/company/active-dermatology-pllc","","","2022"
"NAVADERM","(833) 628-2337","New York","","English","new","","Score 3/10 | apollo:5c2419b6f651256fc16c98a7","","","medspa","3","http://www.linkedin.com/company/navaderm","","","2018"
"""Abadir Associates, M.D.P.C.""","(914) 937-7593","New York","","English","new","","Score 2/10 | apollo:54a134f269702d3cbbab7500","","","medspa","2","http://www.linkedin.com/company/abadir-associates-m-d-p-c-","","",""
"Medicine-Based Beauty®","(315) 920-0012","New York","","English","new","","Score 3/10 | apollo:6321ac95f3113e00cc90beba","","","medspa","3","http://www.linkedin.com/company/medicinebasedbeauty","","","2021"
"Bel Angé Medical Spa","(855) 594-4300","New York","","English","new","","Score 2/10 | apollo:68cd32b1a828410001e64bae","","","medspa","2","http://www.linkedin.com/company/bel-ang%c3%a9-med-spa","","",""
"North Shore Cosmetic Surgery","(631) 212-2424","New York","","English","new","","Score 2/10 | apollo:64d343d88f7dd9019467db11","","","medspa","2","http://www.linkedin.com/company/nscsurgery","","",""
"Capital Skin Medical Spa","(518) 458-7546","New York","","English","new","","Score 2/10 | apollo:674c9e328439970001dad3d2","","","medspa","2","http://www.linkedin.com/company/capital-skin-medical-spa","","",""
"American Board of Aesthetic Certification & Training","(870) 412-2228","New York","","English","new","","Score 3/10 | apollo:691d48a5f0567f0001729b9d","","","medspa","3","http://www.linkedin.com/company/abactraining","","","2018"
"CasaGlow MedSpa","(646) 922-7568","New York","","English","new","","Score 3/10 | apollo:64e6cdc89fff7800018b596d","","","medspa","3","http://www.linkedin.com/company/casaglow-medspa","","","2023"
"LUXURGERY","(212) 508-0000","New York","","English","new","","Score 3/10 | apollo:6023e989b5c3b20170c1fc38","","","medspa","3","http://www.linkedin.com/company/luxurgery","","","2014"
"Bellava MedAesthetics & Plastic Surgery Center","(914) 864-2140","New York","Nick Ad**s","English","new","","Score 4/10 | apollo:5c2304aff65125c1bc3032e3","","Owner","medspa","4","http://www.linkedin.com/company/bellava-medaesthetics-plastic-surgery-center","","verified",""
"EK Aesthetic Consulting","(646) 250-3666","New York","","English","new","","Score 3/10 | apollo:678c765e5451c800014bb101","","","medspa","3","http://www.linkedin.com/company/eugenekconsulting","","","2023"
"Modern Halo","(706) 987-0809","New York","","English","new","","Score 2/10 | apollo:6761e2d195b13e03ef985e23","","","medspa","2","http://www.linkedin.com/company/modern-halo","","",""
"Tyte Medispa","(845) 677-6100","New York","Lily Al**i","English","new","","Score 4/10 | apollo:54a1277969702d8cfc11d700","","Business Owner","medspa","4","http://www.linkedin.com/company/skin-allure-med-spa","","verified","2004"
"Trifecta 57 Med Spa and Wellness","","New York","","English","new","","Score 2/10 | apollo:55f61724f3e5bb192c004c70","","","medspa","2","http://www.linkedin.com/company/trifecta-57-med-spa-and-wellness","","",""
"Chelsea Skin & Laser","(212) 675-0549","New York","","English","new","","Score 3/10 | apollo:54a11c4d69702da10f6a9a00","","","medspa","3","http://www.linkedin.com/company/chelsea-skin-&-laser","","","2010"
"Khrom Dermatology","(718) 615-4000","New York","","English","new","","Score 2/10 | apollo:55f73da9f3e5bb16ca0004e1","","","medspa","2","http://www.linkedin.com/company/khrom-dermatology","","",""
"CONTŌR","(646) 481-9461","New York","Dafna Ge**y","English","new","","Score 5/10 | apollo:66e5038d3b76b3000198bec8","","Chief Executive Officer","medspa","5","http://www.linkedin.com/company/cont%c5%8dr","","verified","2022"
"""Lucie Capek, MD Plastic Surgery & MedSpa""","(518) 765-8405","New York","Lucie Ca**k","English","new","","Score 4/10 | apollo:659b82a43834e20001f06801","","Owner","medspa","4","http://www.linkedin.com/company/lucie-capek-md-plastic-surgery","","verified","2000"
"Chi Aesthetics Medspa And Wellness Center","(631) 315-3883","New York","","English","new","","Score 3/10 | apollo:62c6fba63a4921010a89e705","","","medspa","3","http://www.linkedin.com/company/chi-aesthetics-medspa","","","2021"
"740 Park Plastic Surgery","(212) 879-7900","New York","","English","new","","Score 2/10 | apollo:5a9ec530a6da98d9356e3899","","","medspa","2","http://www.linkedin.com/company/740-park-plastic-surgery","","",""
"Newman Plastic Surgery & Laser Center","(914) 359-2340","New York","","English","new","","Score 2/10 | apollo:5500c3b37369646088944500","","","medspa","2","http://www.linkedin.com/company/newman-plastic-surgery-laser-center","","","1993"
"Dermatology Circle PLLC","(914) 602-4776","New York","","English","new","","Score 3/10 | apollo:64ae640d6f2ab70001c8551b","","","medspa","3","http://www.linkedin.com/company/dermatology-circle-pllc","","","2023"
"Wise Center for Plastic Surgery","(973) 305-1400","New York","","English","new","","Score 2/10 | apollo:55ef4815f3e5bb4a73000384","","","medspa","2","http://www.linkedin.com/company/wise-center-for-plastic-surgery","","","2007"
"SCN Dermatology","(201) 944-3800","New Jersey","","English","new","","Score 2/10 | apollo:663ddc1c1a651500010298b6","","","medspa","2","http://www.linkedin.com/company/scn-dermatology","","",""
"La Perla Med Spa","(425) 361-7945","New Jersey","","English","new","","Score 2/10 | apollo:636cb549662d570001123411","","","medspa","2","http://www.linkedin.com/company/la-perla-med-spa","","",""
"Heritage Veins & Aesthetics","","New Jersey","","English","new","","Score 2/10 | apollo:640e3ec2e65d7900016b4c65","","","medspa","2","http://www.linkedin.com/company/heritageveins","","",""
"Heritage Veins & Aesthetics","(201) 771-1331","New Jersey","","English","new","","Score 3/10 | apollo:61ec33bdc1396d0001d6a89e","","","medspa","3","http://www.linkedin.com/company/drheritage","","","2019"
"AESTHETIC ORAL & MAXILLOFACIAL SURGERY LLC","","New Jersey","","English","new","","Score 2/10 | apollo:674c924690dfc40001996a1e","","","medspa","2","http://www.linkedin.com/company/aesthetic-oral-&-maxillofacial-surgery-llc","","",""
"Bare Aesthetics NJ","(551) 338-0674","New Jersey","Marta Si**a","English","new","","Score 4/10 | apollo:672616716ee2860001c702af","","Spa Owner","medspa","4","http://www.linkedin.com/company/bare-aesthetics-nj","","unverified",""
"Esthetic Solutions Med Spa","(480) 280-6062","Arizona","","English","new","","Score 6/10 | apollo:5c1fd8bda3ae61eca485783e","","","medspa","6","http://www.linkedin.com/company/esthetic-solutions-llc","","","2013"
"Fresh Start Aesthetics Med Spa","(602) 717-0226","Arizona","Marianne Co**s","English","new","","Score 7/10 | apollo:5e55ca2b46c72000019dd656","","Fresh Start Aesthetics Owner","medspa","7","http://www.linkedin.com/company/freshstartaesthetics","","verified",""
"Hollywood Med Spa","(310) 912-7271","Arizona","","English","new","","Score 6/10 | apollo:6368a96f60dcea00013ab06a","","","medspa","6","http://www.linkedin.com/company/hollywood-med-spa","","","2021"
"DermaCrush Medical Aesthetics","(480) 573-8777","Arizona","","English","new","","Score 6/10 | apollo:646de4dc33e2b9000139229b","","","medspa","6","http://www.linkedin.com/company/dermacrush","","","2019"
"Bellina Med Spa","(480) 219-3594","Arizona","Hannah Au**n","English","new","","Score 8/10 | apollo:54fca2d47369647e2a0a1500","","Owner/Partner","medspa","8","http://www.linkedin.com/company/bellina-med-spa","","unverified","2012"
"Adam & Eve Medical Aesthetics","(480) 575-6584","Arizona","Robert Va**l","English","new","","Score 7/10 | apollo:56d66769f3e5bb3a4e0044d9","","Owner","medspa","7","http://www.linkedin.com/company/adam-&-eve-medical-aesthetics","","verified","2008"
"Suddenly Slimmer Med Spa","(602) 952-8446","Arizona","","English","new","","Score 5/10 | apollo:54a1231669702d86b6ef1f03","","","medspa","5","http://www.linkedin.com/company/suddenlyslimmer","","","1988"
"""Aesthetic Practice Partners, LLC""","(480) 351-2178","Arizona","","English","new","","Score 5/10 | apollo:606463a680185200e213bc8e","","","medspa","5","http://www.linkedin.com/company/aesthetic-practice-partners","","","2004"
"Body Beautiful Day and Medical Spa","(602) 522-9222","Arizona","","English","new","","Score 5/10 | apollo:55920f2573696419d8104300","","","medspa","5","http://www.linkedin.com/company/body-beautiful-day-and-medical-spa","","","2007"
"Mirror Mirror Aesthetics & Wellness","(520) 689-6809","Arizona","Ashlea Fu**e","English","new","","Score 8/10 | apollo:6138293889ec360001a57074","","Owner","medspa","8","http://www.linkedin.com/company/mirror-mirror-medical-aesthetics-wellness","","unverified","2018"
"ZONA Med Spa","(480) 686-9556","Arizona","Michele Hu**r","English","new","","Score 8/10 | apollo:55fa5aeff3e5bb7ffa000af5","","Owner- RN Injector","medspa","8","http://www.linkedin.com/company/zona-med-spa","","unverified","2010"
"Greenspring Rejuvenation Medical Spa","(520) 529-9665","Arizona","","English","new","","Score 5/10 | apollo:5edba829615fbd00015ebf4b","","","medspa","5","http://www.linkedin.com/company/greenspring-rejuvenation-medical-spa","","","1993"
"The Perfect Secret","(480) 647-8991","Arizona","Matthew Mi**e","English","new","","Score 8/10 | apollo:63c92aebe4414200015a4b37","","Chief Executive Officer","medspa","8","http://www.linkedin.com/company/the-perfect-secret","","verified","2022"
"Contour You Med Spa","(602) 390-2015","Arizona","","English","new","","Score 5/10 | apollo:5f47ba338bf3330001c707de","","","medspa","5","http://www.linkedin.com/company/contour-you-med-spa","","",""
"Premier Wellness Center & Aglow Med Spa","(623) 399-8222","Arizona","","English","new","","Score 6/10 | apollo:56dd9c29f3e5bb1ad5008b04","","","medspa","6","http://www.linkedin.com/company/premier-wellness-center","","","2013"
"Summit Aesthetics LLC","(480) 787-0701","Arizona","","English","new","","Score 5/10 | apollo:5fc9eafa2c682d0001978513","","","medspa","5","http://www.linkedin.com/company/summit-aesthetics","","",""
"Sachi Aesthetics","(480) 454-8188","Arizona","Thomas Ki**s","English","new","","Score 8/10 | apollo:5f49e46c78959f0001c39422","","Company Owner","medspa","8","http://www.linkedin.com/company/sachi-aesthetics","","verified","2020"
"Abloom Med Spa","(623) 691-8319","Arizona","Jeevan Pu**a","English","new","","Score 7/10 | apollo:54fca4ce7369647e7b5d2900","","Part Owner/ Managing Director","medspa","7","http://www.linkedin.com/company/abloom-med-spa","","verified","2009"
"Rejuvent Medical Spa and Surgery","(480) 889-8880","Arizona","","English","new","","Score 5/10 | apollo:56e826cdf3e5bb72ab0031af","","","medspa","5","http://www.linkedin.com/company/rejuvent-medical-spa-and-surgery","","","2004"
"Tucson Medical Weight Loss","(520) 202-5888","Arizona","","English","new","","Score 5/10 | apollo:54fca16f7369647e5e2c0600","","","medspa","5","http://www.linkedin.com/company/tucson-medical-weight-loss","","","2009"
"Peach Skin & Laser","(480) 716-2477","Arizona","","English","new","","Score 5/10 | apollo:5569e3db73696425796aaf00","","","medspa","5","http://www.linkedin.com/company/peach-skin-laser","","","2009"
"""Esthetic Breakthrough | Emily Tryon, RN""","(480) 280-6062","Arizona","","English","new","","Score 6/10 | apollo:5fca0f765b26510001a94ea0","","","medspa","6","http://www.linkedin.com/company/the-art-of-the-1m-consultation","","","2011"
"Maxwell Aesthetics","(520) 751-1225","Arizona","","English","new","","Score 5/10 | apollo:54a1a0807468694f8fd10003","","","medspa","5","http://www.linkedin.com/company/maxwell-aesthetics","","",""
"Ashley James Aesthetics","","Arizona","Ashley Ja**s","English","new","","Score 8/10 | apollo:6049a7842b21750001cff5be","","CEO","medspa","8","http://www.linkedin.com/company/ashley-james-aesthetics","","unverified","2017"
"R3 Medical Training","(888) 998-6343","Arizona","David Gr**e","English","new","","Score 8/10 | apollo:6420d0d4de24bd0001e2c3bc","","Chief Executive Officer","medspa","8","http://www.linkedin.com/company/r3-medical-training","","verified","2017"
"""Aesthetic Physicians, PC""","(505) 320-3307","Arizona","","English","new","","Score 5/10 | apollo:60f4884c43a88c00015de684","","","medspa","5","http://www.linkedin.com/company/aesthetic-physicians-p-c","","","2008"
"Skin Savvy Aesthetics Med Spa","(480) 520-0216","Arizona","","English","new","","Score 6/10 | apollo:670cb65a841e9f0001b4d0c9","","","medspa","6","http://www.linkedin.com/company/skin-savvy-aesthetics-llc","","","2012"
"Scottsdale Skin and Holistic Health","(480) 419-6996","Arizona","","English","new","","Score 5/10 | apollo:59bb9800a6da9824b0924aa1","","","medspa","5","http://www.linkedin.com/company/scottsdale-skin-and-holistic-health","","","2006"
"Pinnacle Med Spa & Laser Aesthetics","(623) 414-3322","Arizona","","English","new","","Score 6/10 | apollo:5569de8173696425a9bcac00","","","medspa","6","http://www.linkedin.com/company/pinnacle-med-spa-&-laser-aesthetics","","","2013"
"Elemental Aesthetics","(480) 659-1390","Arizona","Jessica Sa**d","English","new","","Score 7/10 | apollo:56defdeaf3e5bb7076005223","","Owner","medspa","7","http://www.linkedin.com/company/elemental-aesthetics","","verified","2009"
"SkinCeuticals SkinLab by Maffi Plastic Surgery","(480) 525-6050","Arizona","","English","new","","Score 6/10 | apollo:619b4cd2c55c8e00f6e051ef","","","medspa","6","http://www.linkedin.com/company/skinceuticals-skinlab-by-maffi-plastic-surgery","","","2021"
"Rejuvience Med Spa","(602) 899-7462","Arizona","","English","new","","Score 6/10 | apollo:60a083541b2cab00c1f3b828","","","medspa","6","http://www.linkedin.com/company/rejuviencemedspa","","","2021"
"Tucson Dermatology","(520) 886-4199","Arizona","Eric Ad**n","English","new","","Score 7/10 | apollo:678cde0608522900016bd137","","Owner","medspa","7","http://www.linkedin.com/company/tucson-dermatology","","verified",""
"Med 44 Arcadia","(602) 883-4313","Arizona","Holly Mu**r","English","new","","Score 8/10 | apollo:5e573e94b1839b0001a7184b","","Founder and Cosmetic Nurse Injector","medspa","8","http://www.linkedin.com/company/med44arcadia","","verified","2019"
"Skin Spectrum","(520) 797-8885","Arizona","Muhammad Kh**n","English","new","","Score 7/10 | apollo:54a1cf4a7468695c82687512","","Owner","medspa","7","http://www.linkedin.com/company/skin-spectrum","","unverified",""
"Taut Haute Skin Clinic","(313) 749-0001","Arizona","","English","new","","Score 6/10 | apollo:615e6b9550559e0001543bc6","","","medspa","6","http://www.linkedin.com/company/taut-haute-skin-clinic","","","2021"
